"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X17","X19","X20","X21","X22","X23","X24","X25","X46","X47","T03_1_048","T04_1_070","T05_3_044","T08_2_164","T10_2_117","X26","X27","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X41","X42","X43","X44","X45","T01_1_016","T03_2_045","T03_3_085","T04_2_044","T04_3_028","T05_1_034","T07_2_060","T08_1_161","T08_3_020","T09_3_077","T10_1_291","T11_1_015","T11_3_146"
"ENSG00000077232",0.806846028398798,0.596219179128836,0.574890020124212,0.286744788924848,0.486526680225102,0.276798501251409,0.341098938341402,0.626712057100959,0.517414926092139,0.74653640853305,0.448201199093449,0.514928236976206,0.804141747410015,0.614452766638152,0.949944522569926,0.520393306327782,0.23902768030695,0.697719060145129,0.660404015032603,0.261749302459337,0.517414926092139,0.26382419619223,0.677181882731875,1.15756892049981,0.870086277924449,0.573695769555784,0.499162757814692,0.752997608189909,0.73066827875823,0.7235785078764,0.558079881410631,0.407221589105504,0.775379344057903,1.19408813413718,0.518904884801642,0.613290833816457,1.65582096850725,2.51175055364456,0.697280462475275,0.331804227720877,0.451585870774791,0.239931402827276,0.487034253968044,0.780587150527115,1.2014261715243,0.524626902117401,0.294304772531933,0.423753375857082,0.650695963309913,0.279731004919462,0.678515720741994,2.19395821489458,1.01121717969537,0.311314579759838,0.967510305728855,1.78268986806635,2.32045597806547,0.469323893846186,0.667362540119519,0.671358595317966,0.442193413613556
"ENSG00000077312",1.38853776363858,1.015767315874,1.19232976908718,1.81403098722781,1.31860939745591,1.56500789444732,0.85215453187292,1.0267735333371,0.936279051899698,1.34523131107567,1.05392723724579,0.736244787379574,1.71543920542474,1.12734631994379,0.900824594806501,1.021280920286,1.05929718374187,1.47545810917548,1.15268752643671,1.63500864255426,0.982235720871429,0.827189607330526,1.20691920927352,1.64218336621301,1.08057929524997,1.31860939745591,0.788913039727125,1.0267735333371,1.29148698143981,1.36704702679527,0.631989236460732,0.882765184416796,2.10373321835949,1.32308063742306,0.782433702830679,0.982235720871429,1.11192514702734,0.667584791870157,1.32753806337925,0.580632247700431,1.19232976908718,0.0655082691254377,0.631989236460732,0.36341056648891,1.13245029647924,0.580632247700431,1.20691920927352,0.631989236460732,0.999098935231833,0.503940874805058,0.715987696443258,0.55804983875899,0.999098935231833,1.04312700693078,1.27311788789501,1.14260439557858,0.976570560922465,1.61326787020511,1.22136258707657,0.98787872118653,1.05929718374187
"ENSG00000085465",4.11948566846472,0.0664767391370963,0.174239975486898,0.0225009829934738,0.0556078284562632,0.13691596493035,0.0628628594696682,0,0,0,0.226861745860253,0.223628522425693,0.420027633708693,0,0.377019660273315,0.220388036736556,0,0.170886504592123,0.0299239942961382,0.0879719528309248,0.0409873866560975,0.226861745860253,0.230087739518349,0.258801596502283,0.0446564106980104,0.0112943573891586,0.130024804764615,0.10212620654534,1.46355994777959,0.167525220560867,1.21109671985161,3.09331037021103,0.0736774535614887,0.184253871749433,0.0592399044745476,0.0915235563262357,0.174239975486898,2.91387196067803,0.0225009829934738,0.332690084492824,0.0519665839816961,0.0225009829934738,0.0150395794782737,0,0.0336212264638748,0.0556078284562632,0.0915235563262357,0.0373090078530091,0.18092362256856,0.308478637088624,0.252469945588938,3.17215849600129,0.261957031805864,0.0844115831127951,0.157394123442965,0.422849754465889,2.49023469951335,0.130024804764615,0.388614394717899,0.388614394717899,0.10212620654534
"ENSG00000092758",0.320384280279239,0.221289864803257,0.870958054724065,9.19315774996304,1.16563254053843,0,0,0,3.00817393136419,2.33956423575815,1.80183369432574,3.47408547833619,1.69508868961131,0,0.413107472029801,0.320384280279239,0,0.413107472029801,0.114883638504175,0.114883638504175,3.61738397809293,0.660119860524242,0.221289864803257,1.90122184527191,0.582388556856383,1.05487632855349,4.92325597541978,0.221289864803257,0.413107472029801,1.80183369432574,0,0.320384280279239,0,0.870958054724065,0,0,0,0,3.38532029194785,0,3.52691238755189,0,0.804044721813448,0,0.804044721813448,0.996137360065912,0.221289864803257,0.114883638504175,0,1.41020758184011,0.320384280279239,0.320384280279239,0.320384280279239,0.500229452559109,0.500229452559109,0.413107472029801,0.934904971866896,0.804044721813448,1.05487632855349,0.114883638504175,0.870958054724065
"ENSG00000100823",1.89585790357075,0.55710072495067,1.19104335695274,1.01120641246732,1.054091344359,0.921411674526029,1.25309453848426,1.61141670183719,1.65106647578453,1.39162318260308,1.50260855014057,1.60998028531613,1.56324312973302,1.8356802757769,0.973724317404829,1.19104335695274,0.618393063634772,1.13621649473839,1.48704317942505,1.80587841916732,0.964761653995697,0.987064769014955,1.28224563395275,1.67736418160607,1.10188283004518,1.63561947824314,0.604034083622486,1.37987165594255,1.200618323234,1.00466229059088,0.874327601215917,0.883868150426019,1.81338679594952,1.52869026104826,0.583688348214231,0.928343600932313,1.2063329474282,0.655071027184324,1.55729307186338,0.499308674230311,1.03280822027799,0.211780666668671,0.928343600932313,0.709738465224551,0.967007545071099,1.14219146012315,1.15209507213213,0.857478302853364,0.833061305858787,0.571932077188023,0.840429893884566,0.502408771975524,1.03066253691679,1.18140441750303,1.0646163118134,1.21769473393696,1.01338120719038,1.30550470765625,1.06251745216618,0.82565488935947,0.837977876648595
"ENSG00000106366",0.503793122640164,0.125460408677293,3.83623908990468,1.54001331106585,3.10663580748371,0.262893456058923,0.602055912407576,0.475790440479509,2.13087680859295,3.75701574063223,0.979774474771288,0.34774207913338,0.149294442466419,1.84373884157211,1.35767575467634,0.0515006277679559,0.531262606247196,0.741862100646732,2.09757523139574,1.17817006673355,0.316505696728799,0.172741115679501,0.966420080455277,0.408256311542905,0.513007853621349,2.59731249513985,4.07271301984047,1.16068719734701,0.749678871453379,3.15305449953005,0.475790440479509,0.305941448562962,2.9131349429052,1.34740977603828,0.795710439734898,0.172741115679501,0.437587442968131,0.149294442466419,1.4660280351501,0,0.652960524139509,0.0889544099797629,1.00611804046258,1.31616611949266,0.710164478332919,0.602055912407576,0.437587442968131,0.897728441808624,0.549289260460243,0.627732723420488,0.207211770068672,0.0765775401673592,1.06994629547533,2.95768384719579,0.337404916043593,0.229742982284047,0.284578007212404,1.56237664986529,0.795710439734898,1.06994629547533,0.229742982284047
"ENSG00000107223",1.9056398845087,0.700054999073394,1.79551919723997,1.96392283296506,1.37012075346726,0.388382960519899,1.12118782753806,0.868718258552886,2.09216169947313,1.38874108247158,2.10573152299043,1.20342646794996,1.20762763993189,1.13006862366355,0.735402036088841,1.62066771986057,0.752756011207178,1.47142868120589,1.29313889628839,1.40346622352036,0.852712053904397,1.2732340249049,1.50935993633297,1.92618035267954,0.74699451544822,0.536009789878362,1.14766787639731,1.34364182522718,0.814658820644329,0.841941733429238,0.931024232981432,0.884548827498879,1.42166378181653,1.51615064854627,0.594929345940408,0.594929345940408,1.28122895861695,0.711933830610284,1.53966954270867,0.594929345940408,1.16505502295005,0.0755000050116599,1.01012203180093,0.41042011958497,1.43605834809102,1.24489760902072,0.92082497847752,0.825633977391597,1.09421264731582,0.495349329685868,0.995617759495845,0.549312545661537,1.05277992838118,1.2243110474826,1.20342646794996,1.02923698025827,0.620362785242453,1.12118782753806,1.14766787639731,1.16072784139896,0.925933618772155
"ENSG00000109063",0.777607578423103,1.16227142883749,1.33560303189332,2.75742969674624,1.44057259123412,1.94753258005243,1.22239242113035,3.5145731730101,0,0.855610091044482,1.51457317275762,2.29418310447449,0.607682577401577,0.308122295251355,1.49032562682761,1.92961067228894,0.514573173262567,1.69514541842915,1.75742969674624,1.46566357239856,1.75742969674624,1.65207669664527,0.695145418429147,1.94753258005243,0.362570079705307,0,1.25153876702482,2.14684138846889,1.49032562682761,1.58496250072116,1.63005039013872,0.41503749891817,1.09953567364709,0.607682577401577,0.777607578423103,0.46566357239856,1.19264507812273,0.514573173262567,0.817135942928173,0.514573173262567,1.28010791944733,0,1.03394733219175,0.308122295251355,0.736965594454745,1.25153876702482,0.855610091044482,0.736965594454745,0.41503749891817,0.362570079705307,0.46566357239856,0.251538766418886,1.41503749945918,1.30812229525136,0.777607578423103,1.85561009064584,0.607682577401577,1.49032562682761,1.46566357239856,2.11547721730896,1.36257007914426
"ENSG00000111218",1,0,0,0,0,0,0,0,0,0,0.41503749891817,0.63742992102749,0,0,0.41503749891817,0.289506616932677,0,0,0.152003093300781,0.152003093300781,0,0,0,4.73094180677989,0.152003093300781,0,0.152003093300781,0,0.289506616932677,0,0,0.736965594454745,0.289506616932677,0,0,3.11547721747542,1.68805599358576,0,0.152003093300781,0,0.736965594454745,0,0.152003093300781,0,0,0.63742992102749,0,0,0,2.68805599358576,0,2.18762700331652,1.07800251192534,0,0.530514716254874,1.28950661693268,1.63742992056377,0,2,0,1.41503749945918
"ENSG00000112234",0.866518794709928,0.658505939382939,1.0543170798697,0.497361019734646,0.422378962814701,0.6101821134547,0.597843940916833,0.689845384481924,0.328426686390748,1.05281126153558,0.873359624048045,1.04979490223545,0.759812010640179,1.03156309531572,1.06630737559722,0.728085949303671,0.538828112718091,0.868232045629366,0.654540204848939,0.616311854704026,0.549545265622311,0.440917475156995,0.969070637648333,0.82124480776872,1.02543426455012,0.814151729281175,0.712911138701505,0.917051428800589,0.970666397301615,0.566528818932101,0.840572851565836,0.733735603425109,1.13765016952638,0.935145378783959,0.705263456112528,1.53281245556662,1.01773642889986,0.624444539460226,1.06182268444583,0.608133065726266,0.881865296183845,0.179070961804184,0.863086177920618,0.748694070346234,1.15880276731466,0.620383928186725,0.650563539099259,0.831819464150888,1.33267615991928,0.898727663306574,1.01464575752335,0.915395215410367,1.67173126656053,0.928591987334761,1.23514061837125,1.35850337414838,1.3657984440332,1.03766600049772,1.0192792855668,1.16578527069814,0.956240619252141
