Row.names,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,19,20,21,22,23,24,25,T05_3_044,T04_1_070,26,27,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,T01_1_016,T03_1_048,T03_2_045,T03_3_085,T04_2_044,T04_3_028,T05_1_034,T07_2_060,T08_1_161,T08_2_164,T08_3_020,T09_3_077,T10_1_291,T10_2_117,T11_1_015,T11_3_146
ENSG00000128567,0.87497474,0.113668512,0.204239583,0.510871762,1.058844926,0.259164208,0.405569252,0.586165784,0.139312129,0.838964556,0.362829891,0.515236633,0.561249646,0.287899608,0.348280322,0.112759164,0.160772744,0.547245686,0.217697935,0.257345512,0.256072425,0.152224872,0.088934244,0.964272724,0.38756416,0.550701208,0.801681284,1.225801237,1.856343208,0.080750111,0.300812351,4.421432324,2.160611082,0.248979509,0.199147234,0.177504749,0.146405044,0.149314958,0.030735966,0.113850382,0.335549448,0.241704725,0.266984602,0.539607162,1.010831346,0.136402215,0.428848563,0.283716607,1.256355333,1.226164976,0.508143717,0.304449743,3.279836721,5.190740816,1.453320131,1.402032898,0.175322313,1.059936144,0.971183769,1.864527341,1.600270784
ENSG00000130255,1.760868512,0.469887884,2.133872296,3.415164515,1.990968249,0.881645307,1.201362836,0.692721313,0.770228593,2.337328905,2.824171506,1.010016739,2.422102493,1.789933742,0.784761208,1.843219997,1.007594637,1.886817842,1.184408119,2.589227565,0.559505676,1.179563914,1.305513244,1.61312026,0.377847989,0.503797318,0.639435058,1.605853953,3.490249692,0.503797318,1.097212429,1.701284791,0.697565518,1.249804886,0.712098133,0.993062022,0.557083573,0.541727443,0.852580077,1.559979331,0.576460393,0.901022127,0.595837213,2.354283623,0.481998396,1.240116476,0.423867936,0.428712141,0.460199474,0.331828041,0.954308382,1.102056634,1.087524019,1.000328329,0.944619972,0.811404335,1.734225385,1.128699762,0.724208645,1.126277659,0.886489512
ENSG00000134216,28.83495146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174757282,0,0,0.349514563,0.349514563,0,0.349514563,0,0,0,0,0.349514563,3.669902913,0,0,0.524271845,0,0,0,0.174757282,0,1.048543689,4.368932039,0,0,0,0,0,0.174757282,0,0.174757282,1.922330097,0,3.145631068,0,5.417475728,1.048543689,0,2.27184466,6.815533981,0.349514563,1.048543689,0,0.349514563,2.796116505,0,0.349514563
ENSG00000136942,1.808591898,0.454321763,1.521651838,1.710771423,2.456380824,0.917338679,1.376008019,1.093415535,1.228190412,2.488987649,2.267261238,1.093415535,1.628167466,1.593386853,0.793432744,1.271644441,0.823865781,1.932497834,1.132543725,2.39551475,0.934728986,0.721697729,1.471654706,1.336879829,0.671700597,0.439105245,0.53692572,2.262913661,2.321605947,0.473885858,0.743435612,1.197757375,0.44562661,1.241233142,0.797780321,0.658657867,0.460843128,0.671700597,0.52388299,1.506435319,1.089067958,0.936902774,0.504318895,1.628167466,0.867341547,0.967335811,1.478176071,0.332589616,0.569532545,0.291287637,1.439026143,1.32166331,1.11297963,1.197735637,1.169498127,0.806475474,2.26508745,1.171671915,0.717350152,0.72815388,1.123848571
ENSG00000139163,0.711478086,0.579806606,0.66570388,0.60523672,0.75386161,0.687178199,0.569069446,0.573590355,0.359412282,0.693959563,0.579241492,0.814893884,0.896835364,0.804156725,0.857842522,0.586587969,0.614278538,0.621625016,0.737473314,0.424400352,0.479216376,0.517644104,0.940349115,1.143224915,0.600150697,0.753296496,0.784942861,0.891184227,0.791159111,0.969169911,1.442170036,1.126836619,0.929611955,0.921700364,0.534597513,0.544769559,0.25543137,0.644794675,0.59449956,0.666268994,0.394449328,0.414228306,0.456046716,0.886098204,0.778161497,1.274896396,1.271505714,0.533467286,1.165829461,1.596446063,2.717631546,0.973125706,1.586274017,1.78180334,1.396960944,1.649566746,1.160743438,1.198606053,0.800766043,1.131357529,0.981602411
ENSG00000143369,17.17600631,0.284135754,1.051302289,1.250197316,2.187845304,0,0.198895028,2.471981058,2.883977901,3.054459353,1.093922652,0.866614049,0,5.185477506,5.10023678,0.411996843,7.55801105,0.724546172,1.16495659,0.312549329,0.752959747,2.116811365,1.193370166,4.659826361,0.752959747,0.042620363,0.241515391,3.793212313,1.16495659,0.440410418,0.113654301,0.55406472,0.056827151,1.548539858,0.028413575,1.321231255,0,0.440410418,0.255722178,0.681925809,0.895027624,0.284135754,0.355169692,2.116811365,0.127861089,0.099447514,0.55406472,1.562746646,0.895027624,0.326756117,1.960536701,2.287292818,0.426203631,1.16495659,0.426203631,3.040252565,0.383583268,2.102604578,0.582478295,1.932123125,3.793212313
ENSG00000143436,1.132741442,0.332124948,1.807150455,2.039540235,2.617926064,0.879154275,2.10020188,0.664249897,0.93776456,1.123363796,1.572709315,0.693555039,1.641087981,2.823062062,1.06319057,2.06044457,1.113595415,1.235114073,1.338268175,2.832830443,0.707914559,1.582477696,1.094058654,1.839288428,0.732628563,0.478650661,0.340232705,2.56908416,1.494562268,0.312588187,0.527492565,0.840080752,0.283283044,3.204028914,0.801007229,1.357804936,0,0.908459418,0.838908546,1.523867411,0.791238848,0.879154275,1.041016346,1.836455597,1.649000369,1.28942627,1.435951983,0.527492565,0.726279115,0.362211561,1.559619684,0.781470467,0.857175418,0.90953394,0.840569171,0.602122995,1.532561269,0.56402631,0.93776456,0.888922656,0.507955804
ENSG00000144713,1.724036784,0.582134638,1.031741719,2.813552537,1.511182863,0.660247018,1.210249426,0.836170341,0.672613338,2.068652206,1.779074906,1.558349979,2.12642624,1.705584112,1.191022282,1.176551414,0.885576695,2.132445246,1.119088853,2.444886347,1.156743414,0.76192191,1.395037103,2.377507159,0.606690496,0.645043768,0.764295839,1.632699428,2.687001895,0.588886026,1.35729836,1.713623483,0.821648964,0.992529792,0.373254103,0.447014279,0.175527668,0.778034325,0.61387963,1.294826976,0.622988111,0.695519232,0.491386555,1.815845558,1.095703122,0.967839243,1.012851302,0.316001996,0.67321103,0.305386659,1.242162783,0.934957794,1.049664044,1.290424263,1.123213765,0.996814651,2.49592583,1.200972581,0.567352297,0.970238427,1.245976222
ENSG00000145198,0.569832402,0,0.008379888,0.05027933,0,0,0,0.318435754,0.033519553,0,0.167597765,0.19273743,0.24301676,0,0.963687151,0.041899441,0.041899441,0.025139665,0.041899441,0.670391061,0.008379888,0.561452514,0.377094972,0.058659218,0.092178771,0,5.086592179,0.209497207,0.938547486,0,0.008379888,0.301675978,1.164804469,0.016759777,6.988826816,0.100558659,0,0.05027933,0.008379888,0.24301676,0.117318436,1.432960894,0,0.201117318,5.044692737,0.075418994,0.041899441,0.209497207,0.87150838,3,1.391061453,0.142458101,0.43575419,2.220670391,1.340782123,1.893854749,0.05027933,0.812849162,0.293296089,0.251396648,1.055865922
ENSG00000145734,1.724035417,0.891100627,1.158663478,1.288954954,1.230789117,1.219155949,1.536741421,1.484392167,0.347831707,1.432042913,1.473922316,1.38318361,1.423899696,1.463452466,1.156336845,1.665869579,0.859691075,0.941123247,1.601887158,3.484133652,1.322691139,1.998578168,0.905060428,0.827118206,0.554902088,0.559555354,0.88295741,1.193562981,1.181929813,0.828281523,0.663090545,1.67982938,0.585148323,1.109804175,1.041168487,0.952756414,0.265236218,1.621663543,0.637497576,1.411103212,0.421120662,1.325017773,0.973696116,2.036967621,0.9795127,1.113294125,1.114457442,0.580495056,0.729399599,0.795708654,1.37969366,0.737542817,1.114457442,1.035351903,1.244748917,0.820138305,1.070251406,1.065598139,0.753829251,1.387836877,0.707296581
ENSG00000151320,1.384811923,0.045990064,0.015330021,0.178850248,0.889141235,0.127750177,0.245280341,0.143080199,0,0.59787083,0.12264017,0.628530873,0.802271114,0.521220724,0.367920511,0.904471256,0.117530163,0.296380412,0.357700497,0.47523066,0.189070263,0.31682044,0.408800568,0.618310859,0.250390348,0.347480483,1.630092264,0.577430802,1.752732434,0.127750177,0.240170334,2.912704045,2.05933286,0.47523066,0,0.853371185,0.505890703,0.250390348,0.306600426,3.117104329,0.556990774,0.086870121,0.127750177,0.546770759,0.628530873,0.843151171,0.301490419,0.628530873,0.623420866,5.038466998,1.844712562,0.061320085,0.500780696,1.277501774,0.725621008,1.374591909,0.444570617,0.536550745,0.700070972,3.249964514,0.746061036
ENSG00000153339,0.945472904,0.650466992,0.843693951,0.466805723,0.593072845,0.311841528,0.56628891,0.496210658,0.246794829,0.763973482,0.617943642,0.633248748,0.654293268,0.713600553,0.701337337,0.647405971,0.602638536,0.833248216,0.983238252,0.68490348,0.606962229,0.343676148,1.071873945,1.095596859,0.799691772,0.857085919,0.635161886,1.281745207,1.385112065,0.640901301,0.317580943,1.149222123,0.601949807,0.887313502,1.100054471,0.811763674,0.340328156,0.464892585,0.420890406,0.862825333,0.459153171,1.044898697,0.688289734,0.705278401,1.161561865,1.383198927,1.226952929,0.69335955,0.750141493,0.971568109,1.312852835,1.276063187,1.555037001,1.818973548,1.847747147,1.237934342,1.933379213,1.203536117,1.085457227,0.90874065,0.979048479
ENSG00000153993,0.797383678,0,0.005351568,0.139140776,0,0,0.090976661,0.374609781,0.208711164,0.026757842,0.042812546,0.358555077,0,0.037460978,0.246172142,0.042812546,0.090976661,0.037460978,1.632228334,0.540508399,0.03210941,0,0.240820574,0.053515683,0.246172142,0.28363312,2.295822804,0.647539765,2.440315148,0.069570388,0.272929984,0.952579159,1.835587929,0.128437639,0,0.299687825,0.128437639,0.390664486,1.402110896,0.026757842,0.053515683,0.058867251,0,0.010703137,0.016054705,0,0.06421882,0.390664486,0.636836629,11.45235618,1.530548536,0.454883306,0.899063476,2.814924929,0.342500372,1.557306377,0.685000743,0.647539765,2.279768099,0.123086071,0.808086814
ENSG00000156218,0.294332118,0.214782897,0.059661916,0.246602585,0.326151806,0,0,0.823334438,0.055684455,0.103413987,0.071594299,0.560822009,0.278422274,0.385813722,0.119323832,0.409678489,0.011932383,0.385813722,0.007954922,0.357971495,0.429565794,0.230692741,0.194895592,0.11136891,0.568776931,0.552867087,0.616506463,0.119323832,0.334106729,0.409678489,0.035797149,0.743785217,1.670533643,0.218760358,0.202850514,0.361948956,0.608551541,0.298309579,6.03778588,0.135233676,0.218760358,0.234670202,0.007954922,0.123301293,0.369903878,0,0.015909844,0.369903878,0.60457408,0.083526682,1.368246603,0,0.079549221,16.08087504,1.280742459,0.361948956,0.346039112,0.274444813,1.455750746,0.318196884,0.059661916
ENSG00000164972,0.544938505,0,0,0.136234626,0.238410596,0,0,0,0,0,0,0.034058657,1.08987701,0,0,0.272469253,0,0.10217597,0.068117313,0,0,0.068117313,7.663197729,0,0,0.851466414,0.238410596,0.068117313,0.306527909,0,0,1.260170293,0.204351939,0.034058657,0,0,0,0.034058657,0.340586566,0.068117313,0,0,0,0.170293283,0.953642384,0.238410596,0,0.034058657,0.987701041,2.179754021,6.198675497,0,2.929044465,6.743614002,5.687795648,1.39640492,0.204351939,2.247871334,1.123935667,0.544938505,0.953642384
ENSG00000165923,0.47629548,0.2646086,0.03969129,0.06615215,0,0,0.03969129,0.01323043,0.02646086,0,0.19845645,0.51598677,0.18522602,0,0.15876516,0.15876516,0.15876516,0.11907387,0.31753032,0,0.42337376,0.55567806,2.249173098,0.47629548,0.14553473,1.481808159,1.442116869,0.05292172,1.468577729,0.780595369,0,1.389195149,2.143329658,0.15876516,0.2646086,0.22491731,0.1323043,0.1323043,0.25137817,0.10584344,0.1323043,0.18522602,0.03969129,0.10584344,0.859977949,0.47629548,0.23814774,0.43660419,0.50275634,4.180815877,1.839029768,0.14553473,1.389195149,4.022050717,3.439911797,1.984564498,0.714443219,2.579933848,1.177508269,0.56890849,0.952590959
ENSG00000166823,0.303764604,0.498485504,0.11683254,0.03894418,0.319342276,0,0.210298572,0,0.007788836,0.3894418,0.093466032,0.015577672,0,0,0.264820424,0.303764604,0.288186932,0.046733016,0.07788836,0.264820424,0.062310688,0.101254868,1.269580268,0.179143228,0.163565556,0.958026828,1.425356988,0.615318044,0.132410212,0,1.5577672,1.549978364,0,0.11683254,0.475118996,0.054521852,0,0.101254868,0.03894418,0.015577672,0.27260926,0.35049762,0.35049762,0.062310688,5.031588057,1.28515794,0.007788836,0.11683254,2.282128949,1.526611856,0.202509736,0,7.080051926,0.981393336,3.403721333,0.147987884,0.334919948,1.954997836,3.029857205,0.085677196,0.451752488
ENSG00000169436,0.292921074,0.497965826,0.556550041,94.61350692,0.732302685,0,0.11716843,0,0,0.67371847,0.205044752,5.799837266,0,0.878763222,0.439381611,0.058584215,0.11716843,0,0.029292107,0.292921074,14.41171684,0.146460537,0.234336859,0,28.06183889,0.380797396,0.11716843,0.380797396,0,0,0,0,0.175752644,18.13181448,0.468673718,2.606997559,0,1.142392189,0,0.380797396,0.410089504,0,0,0,0,0.966639544,0.410089504,0.849471115,0.029292107,0.527257933,1.200976404,2.109031733,0.087876322,1.054515867,0.205044752,0.7908869,1.376729048,0.351505289,0.644426363,0.7908869,0.410089504
