"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X17","X19","X20","X21","X22","X23","X24","X25","T05_3_044","T04_1_070","X26","X27","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X41","X42","X43","X44","X45","X46","X47","T01_1_016","T03_1_048","T03_2_045","T03_3_085","T04_2_044","T04_3_028","T05_1_034","T07_2_060","T08_1_161","T08_2_164","T08_3_020","T09_3_077","T10_1_291","T10_2_117","T11_1_015","T11_3_146"
"ENSG00000108298",1.83441719153282,0.490776526835902,1.45215987483182,1.68418953686532,1.43123743827695,0.909867939937831,1.11620958010671,0.647573368218428,0.76927407509629,1.60232513167792,1.97012111922367,1.22499015461391,1.59786153394158,1.2806351721717,0.874138469147667,1.28896600589268,0.79601854565298,1.55889358184395,1.28286143558772,2.01433586574339,0.912745937907441,0.928473114671458,1.49839411365004,1.382762722524,0.649299970275635,0.596581282446693,0.788987235353212,1.51506108710631,1.90077631351474,0.389047518800947,0.894663530333718,1.2530809263041,0.653607458426318,2.02468226609127,0.481114319542582,1.06861538741302,0.213457384639651,1.07054960858965,0.905540149038494,1.09102153797736,1.06020366647563,0.841282978641205,0.580382557157187,1.65998579357214,0.616135865345117,0.866736743119793,0.698493183885641,0.323503034161158,0.72083357490377,0.385944141142142,1.33475000947182,0.912019784979485,0.857804251970273,1.01872963310055,0.99312462154919,0.700159943124666,1.73913415486069,0.813063291313392,0.914182787165777,0.854814422589888,0.890282517679075
"ENSG00000109063",0.746347836174099,1.12062002513224,1.29008246113566,2.69276096326699,1.39292068226455,1.89148261425866,1.17934720750032,3.44520961292812,0,0.82201998206933,1.46550751611805,2.23385419631378,0.581942413570524,0.2937788380104,1.44171539541637,1.87381072865201,0.492134649071062,1.64291460092565,1.70419438481015,1.41752432035611,1.70419438481015,1.6005658438933,0.666485756020018,2.08820800749267,1.20783799758434,1.57891599149375,0.396363048190708,1.05940044420208,0.581942413570524,0.746347836174099,0.445043413812074,1.15028241853688,0.492134649071062,0.784679996063111,0.492134649071062,1.23577702094186,0,0.995467495156488,0.2937788380104,0.706969332972393,1.20783799758434,0.82201998206933,0.706969332972393,1.89148261425866,0.34598254462125,0.396363048190708,0,0.34598254462125,0.445043413812074,0.239614999009433,1.36789016464247,1.26318524433829,0.746347836174099,1.8008755479541,1.44171539541637,0.581942413570524,1.44171539541637,1.41752432035611,1.53461654369992,2.05722738293151,1.31648737779782
"ENSG00000111218",0.707359132080883,0,0,0,0,0,0,0,0,0,0.276124405274238,0.434628227636725,0,0,0.276124405274238,0.189824558880017,0,0,0.0980320829605267,0.0980320829605267,0,0,0,0,0.0980320829605267,0,0.507794640198696,0.189824558880017,0,0,2.54882190845875,1.2667865406949,0,0.0980320829605267,0,0.507794640198696,0,0.0980320829605267,0,0,0.434628227636725,0,0,4.10197567094923,0.0980320829605267,0,0,2.15228484230658,0,1.70043971814109,0.768184324776926,0,0.357552004618084,0.936637939002571,0.189824558880017,1.22400167419811,0,1.5352753766208,0,0,1.0389189892923
"ENSG00000112038",0.301304423328014,0,0,0,0,2.51666588898616,0,0,0,0,0,0,0,0.207691372393006,0,0.107579887415787,1.05926594959835,0.207691372393006,0.301304423328014,0,0.107579887415787,0,0,0.301304423328014,0.389211511520061,1.43468202818409,3.71752165477774,0.207691372393006,0,0.107579887415787,0.624742402827239,0.301304423328014,2.00696394785397,0,0,0.107579887415787,0,0,1.16266744703378,0,0,0,0,0.207691372393006,0.5504240819849,0,0.107579887415787,3.44753653908882,0.207691372393006,1.69829018438788,0.389211511520061,0.107579887415787,0.624742402827239,0.472068444113916,0.107579887415787,1.16266744703378,0,0.5504240819849,0.207691372393006,0.301304423328014,0.389211511520061
"ENSG00000113360",1.30238296041172,0.692626281625074,1.02770323151027,1.47286638841366,1.17157039969065,1.48458421367305,0.930147311506383,1.20185734805617,0.541267485513641,1.26663337456017,1.47286638841366,1.17960249831495,1.53554187780413,1.28163683819649,1.10901958770778,1.00256801425217,0.706034670891827,1.02592230950058,1.35865051005166,1.34443081328617,0.988005938637935,1.3487114578159,1.13898721244628,0.986175301427629,0.912905647188026,0.734665610338778,0.841801459796891,1.54924535136994,1.59440635969245,0.590294829091166,0.561078799315785,1.22221961754783,0.694869685039207,1.16672958780688,0.719319589415081,1.52801202787729,0.177331273728283,1.16995859981559,0.498242839482111,0.933950969792303,0.756309146615534,0.962163178945622,0.741192832979686,1.52170699174497,1.17639502304168,0.93584904491092,1.27265349653933,0.899351540364408,0.790277294607438,0.692626281625074,1.22377410639885,0.909046022276202,1.09209793866628,1.12906700937687,1.02948195778692,1.14392185117482,1.07669687653157,0.918675793973941,0.912905647188026,0.877791561719162,0.767010358160331
"ENSG00000114391",1.74895764593541,0.663916343468147,1.661536161367,1.83956914984675,1.30514060109473,0.949059086782547,0.931280465151568,0.992570118343709,0.904194864769298,1.7460549589439,1.7748223230112,1.27652910194366,1.80721084362689,1.39960011187075,1.09079218234394,1.43606889178532,0.863258335283452,1.63588419270812,1.44594073543291,2.06127254449465,0.865934744667282,0.791869620413897,1.45041461984227,1.68974926082446,0.448704196402233,0.530265199215539,0.747567100781519,1.60819420280293,1.95278835256804,0.650008250872165,1.07352911535264,1.33149263689045,0.999899146320783,1.50637790950469,0.88188976475208,0.812827558407608,0.632872490660685,1.17197739103211,1.12138811602543,1.0630829064271,0.746115087751972,0.96162528990639,0.511585598697893,1.59372759355809,1.03123494588242,0.956611935533097,0.779147144997567,0.360338674730544,0.591314005990254,0.525194701519455,1.38567959613963,0.98766333308859,0.757690477793864,1.02884851647843,0.926160356638025,0.780566306491392,1.38007356185071,0.776304627095706,0.919734560688002,0.475238640098661,0.779147144997567
"ENSG00000123243",1.43843627601947,0.207426990785829,0.116819924374115,0.292678276606693,0.707140790323828,0,0.16585073971963,0.904221687165071,0.123040682032958,0.478812647970925,0.303673782290143,1.08397923106176,0.799365707745227,0.568152746012122,0.276026273357102,0.00674420462414522,0.207426990785829,0.31458611915755,0.531207882974841,0.292678276606693,0.189755105473723,0.059592052623957,0.399034926519802,0.0916651413462636,0.346836466461791,1.72888736201052,1.70627788296151,0.719509768576636,0.104297357582403,1.73296037771312,0.00674420462414522,0.123040682032958,1.48264772677571,0.16585073971963,0.135402299893145,0.219089122257223,0.967815358882497,0.434481689078612,0.0201387611081597,0.747964878568902,1.92320970886624,0.08530731319054,0.373171759638107,0.242134325501303,0.123040682032958,0.0979950753572599,0.99520370818126,1.18555079708614,0.419396735633143,2.02305231657326,1.23233710373216,0.341511225702946,0.116819924374115,2.3398430480091,1.58758899455913,1.38508329225251,0.889700834176615,2.20852432874422,0.478812647970925,0.373171759638107,0.483655265594539
"ENSG00000125844",1.78841340222067,0.575481090961865,1.78441511269057,1.93267847266157,1.42642512194285,1.61178549430828,1.18805338568516,1.14334299532646,1.65423133096695,1.07475791741344,2.03044802186545,0.978136578306021,0.918357117665948,0.857377963474165,0.547443799722328,1.58403342293373,0.547443799722328,1.34781632418351,0.969197962130643,1.67165342966542,0.857377963474165,1.52426139923374,1.38045003889987,1.38429772673011,1.14277525309329,0.53191791829663,1.20010965752026,1.51858340073019,1.50097114331966,0.445246788674152,0.434153426058423,1.49119196432374,0.720262715033238,1.26467624824541,0.579682029853816,1.43247687761372,0.830131595185506,1.00836951301078,0.578842820305397,0.804516038807121,0.605458325289976,0.792983706956784,0.97495056932153,2.19228150251355,0.920346026034939,1.14447780865789,0.894948293807902,0.546585620598224,0.855993161366558,0.616132164395028,0.847656314182592,0.987020152930251,1.03002168634201,0.985754414810456,0.907703048072992,0.75633927768391,0.747404360404443,0.905027191977585,0.906365740024903,1.13480331870198,1.14844264247356
"ENSG00000126838",0.0728190915408455,0,0.224351653995367,0.158960297072984,0,0,0,0,0,0,0,0.271520734253086,0.255968436164356,0,0.271520734253086,0.0549559886656178,0,0.0549559886656178,0,0,0.0728190915408455,0.0368689333260393,1.71844594041747,0.332254034346584,0.142138617997515,0.286907165730839,2.49155223778223,0.167131866822132,0.904230491154143,0.0728190915408455,0.0904637201134941,2.88879642772704,2.72900337851181,0.018552240121459,0,0.0368689333260393,0.224351653995367,0.142138617997515,0.317196318407519,0.513087981896549,0.142138617997515,0,0.0368689333260393,0.418464413394369,0.0728190915408455,0.175588096797075,0.551815177320482,0.375931139780991,0.302131230101544,2.72412292336348,0.969572717556546,0.192026434184766,0.224351653995367,2.38065372580285,0.302131230101544,1.57540819410377,1.07932860001344,0.125118482268957,0.192026434184766,0.500340456488459,0.404425524117712
"ENSG00000127554",1.25335276909197,0.776383126980191,1.28430876141164,1.72610433625296,0.74534473091459,2.22131584210524,1.09475142806068,1.4423681396871,0.99106949257213,1.35481467382947,1.41019070694392,0.856633937567147,1.97163934038764,2.25470893648089,0.695313364961058,1.50304191331583,0.676292858337532,1.27712749194355,0.698900640986852,1.80217697841284,1.17746077158771,0.823867811304413,1.12021710777615,1.40198510591013,1.02725051629826,0.33674960870258,0.756463919620964,1.28004594137981,1.29300320358473,0.4335407218933,0.587538009866838,1.0081423823434,0.445845363844465,1.50339871974089,0.296138611288349,0.871913310865665,0,0.39905574252636,0.528457920084175,1.07748116275435,0.607425080697201,0.682608416881452,0.773131620874021,1.75381086713314,1.19623207531122,1.46122545480966,0.93093180845024,0.819002739203136,0.46557346855352,0.676767485358487,1.10383917641745,1.54991181138048,1.66066855520018,1.27137757808562,1.38871966145255,0.984311180692128,1.35688936915509,1.2602308624773,1.03047264021006,0.544496907967139,1.35915823637643
"ENSG00000128567",0.906871159490006,0.155319872479452,0.268122444274285,0.595381214322801,1.04183516901042,0.332466437639429,0.49115453664652,0.665543567545708,0.188163045791533,0.878893673672738,0.446605495579292,0.599543115544439,0.642701244714512,0.365020139504272,0.431120479542612,0.154141381988039,0.215085549123006,0.629702299457215,0.284156299316238,0.330381149324392,0.328919652267692,0.204422305373602,0.122916838610082,0.973995250552201,0.472554482218606,0.632920731981183,0.849343822105799,1.15432476644557,1.51416933886666,0.112032984407901,0.379412860743488,2.43867405706603,1.66020352034523,0.320749808005451,0.26200880697632,0.235732878390018,0.197116862355559,0.200774207974246,0.0436748183251401,0.155555455619399,0.417433391969828,0.312322144231343,0.341398991129686,0.622562287457707,1.00779208388446,0.184473548648541,0.514853020012316,0.360326748565212,1.17399428262569,1.15456051147487,0.592773915293422,0.383441362000229,2.09755575777199,2.63011206010505,1.29473550184153,1.26425591018445,0.233056446664006,1.04259961597043,0.979062281843699,1.51829710789993,1.37866186878922
"ENSG00000130255",1.46512218035529,0.555706117397848,1.64794639178201,2.14246719564332,1.58061259542772,0.911994703486999,1.13839695465979,0.759344469720064,0.823935670304521,1.73869387598064,1.93514722658938,1.0072075159175,1.77488296962525,1.48023085996733,0.835731061884838,1.50752573331071,1.00546799726314,1.52948007649168,1.12724242413836,1.84367339612392,0.6410888035759,1.12403951021123,1.20508795332227,1.38577352133349,0.462416731574243,0.588610133491077,0.713198754212221,1.38175622926791,2.166795672003,0.588610133491077,1.06847300103534,1.43364574828976,0.763467256749598,1.16979988935078,0.775765395626319,0.994986606032249,0.638846379944838,0.624547738412507,0.889535903769412,1.35613216210646,0.656688924198043,0.926775324373308,0.67431349368086,1.74600468180501,0.567543886183492,1.16357374789844,0.509815342292117,0.514715269417733,0.546165465333544,0.413407820838937,0.966658136742554,1.07180153918129,1.06179279729583,1.00023681987186,0.959488243602266,0.857108615305139,1.45113217067613,1.08997248223795,0.785934364272443,1.08833000284579,0.915704079460162
"ENSG00000134216",4.89893152458814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232362710639839,0,0,0.432440545426119,0.432440545426119,0,0.432440545426119,0,0,0,0,0.432440545426119,2.2233925567038,0,0,0.608120222030028,0,0,0,0.232362710639839,0,1.03459866129833,2.42463514309584,0,0,0,0,0,0.232362710639839,0,0.232362710639839,1.54711914953335,0,2.05159173245079,0,2.68200593428955,1.03459866129833,0,1.71010425391302,2.96634444589582,0.432440545426119,1.03459866129833,0,0.432440545426119,1.92452427017948,0,0.432440545426119
"ENSG00000136942",1.48984700911905,0.540346495205778,1.33436909792439,1.43870346772847,1.78926218238216,0.939105197390567,1.24853970522623,1.06585870948259,1.15587252473816,1.80280849040761,1.70808181189243,1.06585870948259,1.39405720666106,1.37483742766292,0.842723643418092,1.18373704111522,0.866999564913601,1.55213004265153,1.09257532240826,1.76363029935348,0.95213148991634,0.783831877257853,1.30547721058198,1.22458354731571,0.741316482644827,0.525172103466239,0.62004744090558,1.7061608132051,1.73188093181052,0.559624802266405,0.801933083951953,1.13603212641232,0.53169496759746,1.16429273154007,0.846216742116737,0.730016330847156,0.546801263283387,0.741316482644827,0.607752131028399,1.3256370044526,1.06285942446576,0.953751537323478,0.589110431023221,1.39405720666106,0.900985828526736,0.976243236982936,1.30927869261756,0.414232556782868,0.650334944194517,0.368810399755913,1.28630522192021,1.21515876625475,1.07927885916134,1.13601785665704,1.11736134062851,0.853177667846045,1.70712163250425,1.11880616467332,0.780184221664708,0.789231685110607,1.08668090660563
"ENSG00000139163",0.775242820000963,0.659747959895016,0.736131948826571,0.682786063445836,0.810534915146693,0.754612358472199,0.649909206469565,0.654060020052217,0.442983062428191,0.760399436089434,0.659231799869121,0.859885196979973,0.923594465334408,0.851324669280212,0.893628218427644,0.665927514272652,0.690889531974312,0.697440249825668,0.79699081953081,0.510354697334669,0.564833101625442,0.601833510389124,0.956316250951417,1.09978325772724,0.678207779848125,0.81006998761976,0.835877891917482,0.91928990820223,0.840893499498523,0.977587600412247,1.2881636514121,1.08870921147833,0.948310750662091,0.942383405273559,0.617860321954128,0.627391640146638,0.328183163721377,0.717907498946758,0.673103699480481,0.736621320861689,0.479695510148699,0.500015040476991,0.542056643902222,0.91540479517278,0.830386359229716,1.18580084316604,1.18364893451598,0.616797389409633,1.11491964855296,1.37653825606285,1.89438379201654,0.980482871746061,1.37087513749308,1.47602043194509,1.26120640195469,1.40575647118585,1.11152777987948,1.13658912474841,0.848610757297088,1.09177262130008,0.986667529013641
"ENSG00000143369",4.18396333569009,0.360797726813696,1.03654010942187,1.17005151447936,1.67258162162229,0,0.261705345813363,1.7957590769287,1.95753499215556,2.01950954927664,1.06620815113357,0.90042365913658,0,2.62888497255764,2.60886524180701,0.497736862976419,3.09727554175293,0.786216755196971,1.11433809746027,0.392371644010258,0.809792868048258,1.64007084312043,1.13314931022692,2.50075779299234,0.809792868048258,0.0602139420197403,0.31210214663899,2.26099284484491,1.11433809746027,0.526479939202468,0.155301462809236,0.636046586936593,0.0797394365250503,1.3496709165116,0.0404205589014002,1.21489025978795,0,0.526479939202468,0.328517310760422,0.750114068643925,0.922218878854065,0.360797726813696,0.438473514663028,1.64007084312043,0.173589391715736,0.136778733706934,0.636046586936593,1.35769086035944,0.922218878854065,0.407903200300476,1.56585873858489,1.71689997125273,0.512179982104623,1.11433809746027,0.512179982104623,2.01444548180971,0.468409472076309,1.63347983940293,0.662185712032379,1.55194568604243,2.26099284484491
"ENSG00000143436",1.09270907446676,0.413729407788892,1.48910639012951,1.6038531161528,1.85516292531945,0.910083514145314,1.63236216446459,0.734872078968057,0.95439329275786,1.08635156941641,1.36328845920971,0.760054873871961,1.40113236195113,1.93472862047412,1.04487708428604,1.61374123865247,1.0796992420778,1.16034846378072,1.22544040145013,1.93841017751393,0.77223580376976,1.36875588906743,1.06630185232117,1.5055294121159,0.79296240593886,0.564281248398236,0.422483517997986,1.8355539209395,1.31878668161878,0.392414354339573,0.611165357809154,0.8797690803875,0.359839409818815,2.07177259174085,0.848803972039036,1.23744436738207,0,0.93240850902,0.878849732325657,1.33563612168449,0.840957722499882,0.910083514145314,1.02928773660812,1.50408927966569,1.40544804467184,1.19498610437894,1.28448569540741,0.611165357809154,0.787665746829104,0.445950781399229,1.3559294661755,0.833068566847127,0.893110090300972,0.933220562607473,0.880151969109901,0.679984907712403,1.34059717185494,0.645264781818709,0.95439329275786,0.917563630212428,0.592594145924618
"ENSG00000144713",1.44574618489774,0.661872376871263,1.02271701411737,1.93113557502913,1.32836708871996,0.731397907313837,1.14420918651638,0.876699903368564,0.74210397267872,1.61760514332405,1.4746047208495,1.35521363655357,1.64451448096519,1.43594009294816,1.13160415615262,1.12204409954082,0.915005832657175,1.6472892919846,1.08344408091206,1.78445638660904,1.10885455045821,0.817149984103783,1.2600480058151,1.75595882750591,0.684092042957787,0.718125968785161,0.819092493816411,1.39654282009776,1.88244815793062,0.668015640972217,1.23713437006496,1.44022055977976,0.865244975227164,0.994601295332101,0.457598602338045,0.533079158318047,0.233308495619294,0.83028317570271,0.690532980302213,1.1983853822766,0.698652431639326,0.761727148712307,0.576654240654319,1.49356820797459,1.0674343586913,0.976612368644842,1.00924059809583,0.396161677232059,0.742619413537958,0.384477200203697,1.1648910228809,0.952302098126289,1.03538746008458,1.1956148583369,1.08624962898242,0.997700424673126,1.80567457676463,1.13814117271619,0.648329493792331,0.978370226959104,1.16734265410349
