Row.names,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,19,20,21,22,23,24,25,46,47,T03_1_048,T04_1_070,T05_3_044,T08_2_164,T10_2_117,26,27,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,T01_1_016,T03_2_045,T03_3_085,T04_2_044,T04_3_028,T05_1_034,T07_2_060,T08_1_161,T08_3_020,T09_3_077,T10_1_291,T11_1_015,T11_3_146
ENSG00000116183,0.291993721,0,0,0,0,0,0,0,0,0,0.486656201,5.83987441,1.362637362,0,0.04866562,0,0,0.09733124,0,0,0,0.924646782,0.04866562,0.340659341,0.04866562,0.291993721,0,0.09733124,0.14599686,0.04866562,0.14599686,0,4.039246467,0,0,0,0.681318681,0,0.340659341,0.632653061,13.0910518,3.990580847,0.2433281,0,0.340659341,0,0,0.04866562,0,2.725274725,0.583987441,0,2.725274725,0,0,0.09733124,0.14599686,0.437990581,0.09733124,0.632653061,0
ENSG00000123243,1.639617447,0.148239386,0.080857847,0.215620925,0.60643385,0,0.116794667,0.835531083,0.085349949,0.377336618,0.22460513,1.07361252,0.70975221,0.462686567,0.202144617,0.004492103,0.148239386,0.233589335,0.426749746,0.215620925,0.134763078,0.040428923,0.305462976,0.175192001,0.085349949,0.95232575,0.26054195,0.062889436,1.92261991,0.377336618,2.219098682,2.169685553,0.619910158,0.071873642,2.228082887,0.004492103,0.085349949,1.720475294,0.116794667,0.094334154,0.157223591,0.916388929,0.336907695,0.013476308,0.651354876,2.677293146,0.058397334,0.283002463,0.067381539,1.221851906,0.323431387,2.937835097,1.293725547,0.256049848,0.080857847,3.894652949,1.545283292,0.817562672,3.472395305,0.283002463,0.381828721
ENSG00000126838,0.046156022,0,0.150007072,0.10385105,0,0,0,0,0,0,0,0.184624089,0.173085083,0,0.184624089,0.034617017,0,0.034617017,0,0,0.046156022,0.023078011,2.042403984,0.300014145,0.046156022,0.4154042,0.092312044,0.230895501,0.2077021,0.126929061,0.196163095,4.122425127,0.109505163,0.777036634,0.046156022,0.057695028,5.711807752,5.019467419,0.011539006,0,0.023078011,0.150007072,0.092312044,0.219241106,0.380787183,0.092312044,0,0.023078011,0.115390056,0.265397128,0.2077021,4.999504939,0.854347972,0.126929061,0.150007072,3.751446098,1.765467851,0.992354478,0.080773039,0.369594348,0.288475139
ENSG00000127554,1.491299898,0.768125213,1.547015889,2.487388507,0.728840718,3.947336356,1.223863138,1.850904128,1.064269874,1.678467856,1.786311352,0.873702296,3.148803432,4.065000975,0.667269825,1.976690062,0.644416825,1.533984013,0.671613784,2.680411366,1.359659063,0.829884974,1.264847444,2.55651411,1.391577716,0.976824097,1.118663791,1.770068724,1.744004972,1.123574353,0.283301652,0.742816932,1.539272311,1.562880782,0.377735536,0.541672759,1.089767023,0.390200809,1.977445533,0.245528099,0.89447775,0,0.343361603,0.476702247,1.196477312,0.564148024,0.651971536,0.763970122,1.889433153,0.823463469,0.41040966,0.644983428,1.238405956,2.07754545,2.329306185,1.523596286,1.054259882,1.682434079,1.503576303,0.494078082,1.686778038
ENSG00000130948,0.392246179,0,0,0.392246179,0,0,0,0,0,0,0,0.174941796,0,0,1.543096468,0.392246179,0.156898472,0,0,0,0.718595,0.011767385,0.689568782,0.546006681,0.235347707,0.235347707,0,0.156898472,0.156898472,0.100415022,8.001822049,0,0,0,0.470695415,0.078449236,1.49053548,3.569440228,0.156898472,0.470695415,0.073742282,1.176738537,0.078449236,0,0,1.098289301,0,0.127087762,0.735853832,1.333637008,0,2.919096063,0.313796943,1.255187772,2.153431522,1.497595911,1.708624355,0.200830044,1.62703715,0.392246179,0.06981982
ENSG00000133121,0.818190835,0.523746363,0.849459275,0.427335341,0.852064978,0.440363857,0.44674783,0.938053187,1.016224285,1.159537967,0.648820121,0.995378659,0.510717846,0.44296956,0.781710989,0.745231143,0.379572799,0.677482857,0.659242934,0.343952835,0.372615571,0.583677538,0.987561549,0.808732132,1.073549758,0.427335341,0.315290099,0.694003016,0.789528099,0.672922876,2.160128032,1.954277472,1.539970648,1.034464209,0.414306824,0.711357,1.451376736,0.935447483,0.427335341,1.519125022,1.678072923,0.627974494,0.49768933,0.646214417,0.323107209,1.003195769,1.029252802,0.44296956,0.71917411,0.662943033,0.852064978,0.993398325,1.245526176,0.915018769,0.773893879,1.37581134,1.156932263,0.307472989,0.725245398,1.559643708,1.316609761
ENSG00000136942,1.860230293,0.467293427,1.565097602,1.759616876,2.526514701,0.943530269,1.415295403,1.12463442,1.26325735,2.560052507,2.331995427,1.12463442,1.674654434,1.638880775,0.816086607,1.307952066,0.847388559,1.987673955,1.164879787,2.463910797,0.961417099,0.742303434,1.513672967,1.674654434,0.892105633,1.520380528,0.690878799,1.375050036,1.2028893,0.737831727,0.451642451,0.552255868,2.32752372,2.38789177,0.48741611,0.764661971,1.231955398,0.458350012,1.276672473,0.820558314,0.677463676,0.474000988,0.690878799,0.538840746,1.549446626,1.120162712,0.963652952,0.518718062,0.994954904,0.342085619,0.585793674,0.299604398,1.480112802,1.35939906,1.144757103,1.23193304,0.829501729,2.329759574,1.205125154,0.74894392,1.155936372
ENSG00000137309,1.310591773,0.411529524,1.722121297,7.663347083,2.300487114,0.68032133,0.443043046,0.819351575,2.276388539,1.961253317,0.500508881,1.722121297,1.280931987,0.828620258,0.229863338,0.355917426,2.532204189,0.69144375,4.778932942,2.598938706,0.975065449,0.391138422,0.969504239,1.069420642,1.002871498,8.102682656,0.904623458,3.056811645,2.441371096,2.906658981,0.524607456,0.726664745,3.069787801,0.711834852,0.537583613,0.391138422,1.180830211,0.16869003,4.467505194,0.533876139,0.785984316,0.059319571,1.067715204,0.34294127,0.886086092,1.590505998,0.34294127,0.519046247,1.440353334,0.489386461,0.296597855,0.633977915,0.474556568,1.525625218,1.820369336,1.112241957,0.454165466,2.250436226,1.494111696,0.483825251,0.617294286
ENSG00000139163,0.714555108,0.582314171,0.668582937,0.607854266,0.757121933,0.690150128,0.571530575,0.576071036,0.360966679,0.69696082,0.581746613,0.818418162,0.900714024,0.807634566,0.861552545,0.589124863,0.616935189,0.624313438,0.740662761,0.426235811,0.481288905,0.519882827,0.944415965,0.889930428,0.781526913,1.27700476,0.602746247,1.148169169,1.403002563,0.80422922,0.756554376,0.788337605,0.895038447,0.79458074,0.973361406,1.448407177,1.131709996,0.933632369,0.925686562,0.536909557,0.547125595,0.256536067,0.647583303,0.59707067,0.669150494,0.396155254,0.416019773,0.458019041,1.280410106,0.535774442,1.170871476,1.603350421,2.729384841,0.97733431,1.593134383,1.789509337,1.656700842,1.165763457,1.20378982,1.136250458,0.985847675
ENSG00000141858,1.108999441,0.537171604,3.771753306,1.605738774,1.750139742,0.912614123,1.917644866,1.732811626,0.55449972,1.316936836,0.895286007,1.409353456,1.53065027,2.010061486,1.005030743,1.403577417,0.964598472,0.739332961,2.241103037,1.374697223,1.472889882,1.241848332,0.849077697,1.692379355,2.304639463,1.363145146,0.606484069,1.998509409,1.34581703,0.831749581,0.485187255,0.814421464,1.90031675,1.270728526,0.317682131,0.202161356,1.848332401,0.710452767,1.420905533,0.722004844,0.704676728,0.375442519,0.756661077,0.953046394,1.363145146,0.924166201,0.820197503,0.802869387,2.368175889,0.670020495,0.548723682,0.739332961,1.305384758,0.999254704,1.472889882,1.184087945,0.623812185,1.467113844,1.137879635,1.16098379,0.929942239
ENSG00000147206,0,0.196825397,0,0,0,0,0,0,0,0,6.1015873,0,0.295238095,0,0,0.344444444,0,0.098412698,0.344444444,0.049206349,0,0.492063492,0,0.098412698,0.541269841,0,0.344444444,0.049206349,0,0.147619048,1.869841269,0.885714286,0.196825397,0,0,0.295238095,0,0.295238095,0,0,0.196825397,0,0.049206349,0.147619048,0,0,0,0.492063492,0,0.196825397,0.295238095,0.147619048,2.263492063,0,18.2063492,1.377777777,1.328571428,0,1.476190476,0.492063492,0.787301587
ENSG00000150637,0.283181086,0.066630844,0.408113917,0.45808705,0.591348737,0.124932832,0.174905965,0.358140785,0,0.54970446,0.383127351,0.441429339,0.907845245,0.791241268,0.991133799,0.258194519,0.483073616,0.199892531,0.433100484,0.158248254,0.358140785,0.483073616,0.27485223,0.45808705,0.216550242,0.491402472,0.666308436,0.82455669,0.574691026,0.241536808,0.341483074,0.399785062,0.333154218,0.724610425,0.54970446,0.291509941,0.499731327,0.999462655,0.416442773,6.837990329,0.258194519,0.116603976,0.849543257,0.466415906,0.283181086,0.249865664,0.299838796,0.174905965,0.216550242,1.032778077,0.241536808,1.091080065,1.790703923,0.516389038,0.566362171,0.957818377,1.166039764,6.837990329,0.749596991,1.041106932,0.699623858
ENSG00000151320,1.297051104,0.043075498,0.014358499,0.167515825,0.83279296,0.119654161,0.229735989,0.13401266,0,0.559981473,0.114867994,0.588698471,0.75142813,0.488188976,0.344603983,0.847151459,0.110081828,0.277597653,0.33503165,0.445113478,0.177088158,0.296742319,0.382893315,0.512119808,0.588698471,0.28238382,0.234522155,0.579126139,0.679635634,0.655704802,0.325459318,1.526787093,0.540836807,1.641655087,0.119654161,0.224949822,2.728114868,1.928825073,0.445113478,0,0.799289795,0.473830477,0.234522155,0.287169986,2.919561525,0.521692141,0.081364829,0.119654161,0.789717462,0.588698471,0.583912305,4.719160104,1.727806083,0.057433997,0.469044311,1.196541609,1.287478771,0.41639648,0.502547476,3.044001852,0.698780299
ENSG00000151632,1.539665075,4.631274343,0.523567986,1.268501199,2.869902955,13.59571331,0,4.945756221,5.88374447,36.95605483,0.341086636,1.55740158,0.750390599,0,0.232621086,0,1.66996017,0.529707546,1.845619787,0.802917941,0.561087516,0,2.959267654,0,1.950333384,85.14068172,92.08793432,2.762801751,0.472746077,183.1263451,0.034108664,1.10716722,0.664436767,0.989151244,1.193803226,0.545738618,0.442389367,0.818607926,0.567227076,0.204651982,1.541711595,0,0.580188368,0.47752129,0,7.462293422,1.755914002,0.076744493,0,1.611634355,0.069240587,1.849712827,1.434610391,0.272869309,0.0688995,1.176407807,1.703727747,0.232621086,1.747386836,0.905585018,1.465649275
ENSG00000152154,0.426214482,0.170485793,0.042621448,0.284142988,0,0,0,0,1.136571952,0,0.440421632,0.596700275,1.065536205,0,0.653528873,0.184692942,0.213107241,0.184692942,0.213107241,0.099450046,0.24152154,0.440421632,1.619615032,0.369385885,0.099450046,0.554078827,0.071035747,0.184692942,0.454628781,0.184692942,1.534372136,3.409715857,0.056828598,1.66223648,0.014207149,0.113657195,0.412007333,4.034830431,0.255728689,0.113657195,2.244729606,2.116865261,0.156278643,0.312557287,0.24152154,0.156278643,0.184692942,0.198900092,0.042621448,0.170485793,0.056828598,4.233730523,0.24152154,0.170485793,0.539871677,1.221814849,5.49816682,0.085242896,0.298350138,0.554078827,0.667736022
ENSG00000153993,0.742604502,0,0.004983923,0.129581994,0,0,0.084726688,0.348874598,0.19437299,0.024919614,0.039871383,0.33392283,0,0.03488746,0.22926045,0.039871383,0.084726688,0.03488746,1.520096463,0.503376206,0.029903537,0,0.224276527,0.009967846,0.014951768,0.059807074,0.22926045,0.049839228,0.318971061,2.123151125,0.26414791,2.138102894,0.603054662,2.27266881,0.064790997,0.254180064,0.887138264,1.70948553,0.119614148,0,0.279099678,0.119614148,0.363826367,1.305787781,0.024919614,0.049839228,0.054823151,0,0,0.363826367,0.593086817,10.66559485,1.425401929,0.42363344,0.837299035,2.621543408,1.450321543,0.637942122,0.603054662,0.114630225,0.752572347
ENSG00000155506,1.330534276,0.80376386,1.32351067,1.620258004,1.261615146,1.038176695,1.074172673,0.744502188,1.154066186,1.453886348,1.404721109,1.018422804,1.186111386,1.46968946,0.899460485,0.893753806,0.807275662,1.018861779,1.315609114,2.662385477,0.648366587,0.893753806,1.179965732,1.361701525,1.314292188,1.692249961,0.725626248,1.202353474,1.682592503,1.504368513,0.723870347,0.944235971,1.670301194,0.887169175,0.621589091,0.535549923,1.193573967,0.616321387,1.471884337,0.758110424,1.053979807,0.257239553,0.70938416,0.47453235,0.870049137,0.594811595,1.143091803,0.615882411,1.256786417,0.572423852,0.77259661,0.763817103,1.467933559,1.664155539,1.70366332,1.49427208,1.105778898,1.640011895,1.125532789,1.309024484,0.982426826
ENSG00000155657,0.385669905,0.445088099,0.396336635,0.477905572,0.137438566,0.44167775,0.067305566,0.692994929,0.207247057,0.504728642,0.329755205,1.01243796,0.505038128,0.153258378,0.611413973,0.42337304,0.093629854,0.733810947,0.471938212,0.389185419,0.216378379,0.207655698,0.310816501,0.353853001,0.297697925,0.542527929,0.544165497,0.345415768,0.596624777,0.696414292,0.491168374,0.494879194,0.299831271,0.482484754,0.515091897,0.253507614,0.4572662,0.279432276,0.124509287,0.38597939,0.35387103,0.089696685,1.172934691,0.274237128,3.957456079,0.431080128,0.64235951,0.301129307,0.565381774,0.585940019,0.379375031,0.260712916,0.952331686,0.619869235,0.90443957,0.494070926,0.763981268,3.004673686,0.422663928,10.49352358,0.546121565
ENSG00000156218,0.278567092,0.203278689,0.056466302,0.23339405,0.308682453,0,0,0.779234973,0.052701882,0.097874924,0.067759563,0.530783242,0.263509411,0.365148755,0.112932605,0.387735276,0.01129326,0.365148755,0.00752884,0.338797814,0.406557377,0.218336369,0.184456588,0.116697025,0.350091075,0.015057681,0.538312083,0.105403764,1.212143291,1.377777778,0.523254402,0.583485124,0.112932605,0.316211293,0.387735276,0.033879781,0.703946569,1.581056466,0.207043109,0.191985428,0.342562234,0.575956284,0.282331512,5.714389799,0.127990285,0.207043109,0.222100789,0.00752884,0,0.350091075,0.572191864,0.079052823,1.294960534,0,0.075288403,15.2195507,0.342562234,0.327504554,0.259744991,0.301153613,0.056466302
ENSG00000160211,0.768720844,0.304443899,0.905720599,0.966609379,1.225386693,4.985268843,0.357721581,0.502332433,18.6395777,5.403879203,0.768720844,0.586054505,0.738276455,1.217775595,0.821998527,0.593665603,0.334888289,1.088386938,0.905720599,0.745887552,0.319666094,0.72305426,1.057942548,1.35477535,1.408053032,12.28431132,3.69899337,4.596417873,1.286275472,7.146820524,0.152221949,3.424993861,2.321384728,0.821998527,0.304443899,0.57083231,2.260495948,0.114166462,1.689663638,0.076110975,1.758163515,0,0.57083231,0.273999509,0.776331942,0.456665848,0.327277191,0.487110238,1.194942303,0.586054505,0.593665603,1.301497667,1.385219739,0.928553891,0.920942794,1.35477535,0.905720599,2.420328995,1.073164743,0.639332187,1.309108765
ENSG00000163481,2.647595356,0.745439469,1.285240464,1.490878939,0.694029851,1.259535655,0.873963516,1.619402985,2.313432836,1.43946932,1.490878939,1.927860696,0.873963516,1.310945274,1.131011609,0.976782753,0.694029851,1.182421227,1.336650083,2.596185738,1.233830846,0.976782753,1.053897181,2.030679933,1.465174129,1.388059701,1.156716418,2.647595356,1.825041459,1.43946932,0.411276949,0.951077944,1.336650083,0.71973466,0.771144279,0.257048093,0.745439469,0.873963516,1.927860696,0.771144279,2.056384743,0,0.925373134,0.308457711,1.07960199,1.131011609,0.591210614,0.822553897,0.873963516,0.976782753,1.362354892,0.565505804,1.388059701,0.411276949,1.43946932,1.413764511,0.771144279,2.056384743,2.107794361,0.796849088,1.156716418
ENSG00000163644,0.702806315,0.984436282,0.733252798,0.51759021,1.121445455,0.329836899,0.169992863,0.41102752,0.268943933,0.535350658,0.405953106,1.192487249,0.649524969,0.393267071,0.233423036,0.256257898,0.582847172,0.61654128,0.433862382,0.652062176,0.436399589,0.192827725,1.151891938,0.152232415,0.662211004,0.558185521,0.679971452,1.146817524,0.469383279,0.286704381,0.530276245,0.621615693,0.791608557,0.332780059,0.839815488,0.537887865,1.151891938,0.487143727,1.367554526,0.608929659,1.276215077,0.436399589,1.220396525,0.317150864,0.20551376,0.324762485,1.958723736,0.535350658,0.847427109,0.436399589,1.418298664,1.342182456,2.156625875,0.489680934,0.855038729,0.786534143,1.060552489,4.605030545,1.461431181,0.555648314,1.441133526
ENSG00000163931,1.210848537,0.878086609,0.788253541,2.088935146,3.029019224,6.752663157,0.489653484,0.430186523,1.376596874,3.316231991,0.756622179,0.774335741,1.269050243,0.966654422,0.736378107,0.80217134,0.487122975,0.805967103,1.598016408,1.851067303,0.659197584,0.198644953,1.134933268,1.676462185,1.470225705,2.891106485,2.088935146,2.936655647,2.775968328,10.35484266,0.3390882,1.047630709,2.872127668,1.272846006,0.769274723,0.439043304,1.231092608,0.459287376,1.260193462,0.354271254,0.816089139,0.208766989,0.411207706,0.325170401,0.713603526,0.880617118,0.340353455,0.342883964,0.862903555,0.331496674,0.552916208,0.55924248,0.703481491,2.550753031,1.622056243,1.886494429,1.387984164,1.452512142,2.21166483,0.990694257,1.804252888
ENSG00000164120,0.081165998,0,0.043288532,0.211031594,0.070343865,0,0.156920929,0,0,0.21644266,0.871181707,1.368999826,32.82894048,0.481584919,0.384185722,0.054110665,0,0.064932798,0.119043463,0.10822133,0.005411067,0.146098796,0.367952522,0.032466399,0.043288532,0.010822133,0.064932798,0.043288532,0.156920929,0.151509862,1.67201955,1.677430616,0.12445453,0.21644266,0.005411067,0,0.043288532,4.382963868,1.287833828,0.616861581,0.005411067,0.806248909,0.059521732,1.785651946,0,0,0.032466399,0.119043463,0,0.454529586,0.054110665,2.029149939,1.103857567,0.097399197,0.99022517,0.514051318,11.82318031,0.227264793,0.200209461,0.589806249,0.081165998
ENSG00000167165,0.254703804,32.13088489,0,0,0,326.5124476,0,24.036398,0,106.0000822,1.018815217,0,0,0,0.509407608,0,0,0,0.764111412,3.29077315,0,0.254703804,1.046832635,0,0.254703804,34.52255361,126.1242297,0,0.764111412,43.97970586,0,0,0,0,0.254703804,0,0,0,0,1.018815217,1.782926629,0,0,0,0.254703804,2.547038041,0,1.273519021,0,7.25651138,0,0,2.292334237,0,4.266288719,0,4.205159806,0,1.337194972,0,4.510804371
ENSG00000171658,0,20.50520833,0,0.484375,3.390625,27.125,1.291666667,0,9.203125,0,0.807291667,0,0,0,0.322916667,0.807291667,0.484375,0.484375,0.161458333,0,0,0,0.322916667,2.098958333,0.645833333,28.90104167,105.7552083,3.067708333,0.322916667,18.40625,0,4.036458333,1.9375,0,0.322916667,0,0.161458333,0,0.96875,0,6.619791667,0,0.322916667,0,0,0.96875,0,0,1.130208333,2.098958333,0,1.291666667,0.807291667,1.130208333,5.166666667,0.484375,0.645833333,0.161458333,0.645833333,1.291666667,0.807291667
ENSG00000171928,0.70360995,0.775303875,0.658615831,0.300084401,0.367822799,0.86865019,0.691681564,0.302103367,0.061042845,0.906001077,0.453525882,0.556658005,0.976726722,0.46234341,0.69295887,0.700354881,0.910904282,0.583069388,0.60330026,0.647923548,0.319635416,0.296170077,1.068342493,0.586860101,1.148009277,0.880001728,0.465454268,0.987748633,1.16170941,0.772028204,0.696996803,1.430685239,1.018527576,0.423035362,0.465948708,0.704928459,1.246835645,1.36329707,0.941806836,0.55078652,0.697656058,0.690157038,0.773676341,1.055775455,0.549406206,0.49052654,0.444708353,0.481585401,1.31780851,0.677198567,1.358352661,1.674053152,2.575048015,1.075779708,1.991958026,1.569973351,1.100645963,0.815106365,1.120011564,0.757565809,0.9401587
ENSG00000174123,0.026770294,0,0.240932642,0.133851468,0,0,0,5.728842832,0.856649396,0,0,0.374784111,0.481865285,0,0.080310881,0.026770294,0,0.214162349,0.026770294,0.187392055,0.080310881,0,0.053540587,0.053540587,0.214162349,0.240932642,0.615716753,0.160621762,0.696027634,0.080310881,0.776338515,0.428324698,0.936960276,0.080310881,0.481865285,0,0.133851468,0.401554404,0.535405872,0,0.080310881,0,5.889464594,0,0.080310881,0,0,0.348013817,0,0.455094991,0.053540587,0.160621762,0.321243523,0,1.33851468,1.820379965,0.29447323,13.8134715,0.160621762,0.508635579,1.900690846
ENSG00000177156,1.619738752,0.494920174,0.838793282,1.764358283,2.429608128,1.85434377,1.089467137,1.436554012,3.239477504,1.770785818,0.832365748,0.398507153,0.832365748,1.150528717,0.613829567,0.861289654,0.501347709,1.150528717,0.941633838,0.735952727,0.41457599,0.440286129,1.13445988,1.169811321,1.741861912,8.342940079,1.770785818,2.175720506,1.986108232,6.07402032,0.224963716,1.124818578,4.40286129,1.754716981,0.215322413,0.257101389,1.937901721,0.167115903,1.028405557,0.530271615,0.864503421,0.269956459,0.53669915,0.382438316,0.726311424,0.65882231,0.649181008,0.703815053,0.784159237,0.543126685,0.813083143,0.543126685,0.848434584,1.818992329,1.622952519,1.619738752,0.993054116,1.838274933,1.214804064,0.629898404,1.295148248
